gene_id,gene_id,gene_type,gene_name
ENSMUSG00000108317.2,ENSMUSG00000108317.2,TEC,Gm44663
ENSMUSG00000084230.2,ENSMUSG00000084230.2,processed_pseudogene,Gm14388
ENSMUSG00002075351.1,ENSMUSG00002075351.1,misc_RNA,7SK
ENSMUSG00000108455.2,ENSMUSG00000108455.2,TEC,Gm44745
ENSMUSG00000087520.3,ENSMUSG00000087520.3,processed_pseudogene,Gm14389
ENSMUSG00000108341.2,ENSMUSG00000108341.2,TEC,Gm44746
ENSMUSG00000066189.10,ENSMUSG00000066189.10,protein_coding,Cacng3
ENSMUSG00000108718.2,ENSMUSG00000108718.2,TEC,Gm44749
ENSMUSG00000108529.2,ENSMUSG00000108529.2,processed_pseudogene,Gm29759
ENSMUSG00000030779.17,ENSMUSG00000030779.17,protein_coding,Rbbp6
ENSMUSG00000108452.2,ENSMUSG00000108452.2,TEC,4930413G21Rik
ENSMUSG00000108551.2,ENSMUSG00000108551.2,lncRNA,Gm20274
ENSMUSG00000108396.2,ENSMUSG00000108396.2,processed_pseudogene,Gm6905
ENSMUSG00000110230.2,ENSMUSG00000110230.2,lncRNA,Gm45846
ENSMUSG00000109814.2,ENSMUSG00000109814.2,lncRNA,Gm45847
ENSMUSG00000052707.9,ENSMUSG00000052707.9,protein_coding,Tnrc6a
ENSMUSG00000030769.16,ENSMUSG00000030769.16,protein_coding,Slc5a11
ENSMUSG00000030766.16,ENSMUSG00000030766.16,protein_coding,Arhgap17
ENSMUSG00000030763.8,ENSMUSG00000030763.8,protein_coding,Lcmt1
ENSMUSG00002076435.1,ENSMUSG00002076435.1,snRNA,U6
ENSMUSG00000030762.12,ENSMUSG00000030762.12,protein_coding,Aqp8
ENSMUSG00000030757.14,ENSMUSG00000030757.14,protein_coding,Zkscan2
ENSMUSG00000084484.4,ENSMUSG00000084484.4,snRNA,Gm23788
ENSMUSG00000098160.4,ENSMUSG00000098160.4,lncRNA,Gm26974
ENSMUSG00000098129.2,ENSMUSG00000098129.2,lncRNA,Gm27040
ENSMUSG00000078591.2,ENSMUSG00000078591.2,protein_coding,Hs3st4
ENSMUSG00000077176.3,ENSMUSG00000077176.3,snoRNA,Gm25759
ENSMUSG00000085899.2,ENSMUSG00000085899.2,lncRNA,Gm15338
ENSMUSG00000085892.2,ENSMUSG00000085892.2,lncRNA,Gm15339
ENSMUSG00000087781.3,ENSMUSG00000087781.3,snoRNA,Gm23168
ENSMUSG00000086254.2,ENSMUSG00000086254.2,lncRNA,3100003L05Rik
ENSMUSG00000108623.2,ENSMUSG00000108623.2,lncRNA,Gm45092
ENSMUSG00000108407.2,ENSMUSG00000108407.2,TEC,Gm45093
ENSMUSG00000108799.2,ENSMUSG00000108799.2,processed_pseudogene,Glud-ps
ENSMUSG00000073844.6,ENSMUSG00000073844.6,processed_pseudogene,Gm21957
ENSMUSG00000045928.3,ENSMUSG00000045928.3,lncRNA,4933440M02Rik
ENSMUSG00000104236.2,ENSMUSG00000104236.2,TEC,4930533L02Rik
ENSMUSG00000090457.4,ENSMUSG00000090457.4,lncRNA,4930571K23Rik
ENSMUSG00000108814.2,ENSMUSG00000108814.2,lncRNA,Gm30717
ENSMUSG00000030752.9,ENSMUSG00000030752.9,protein_coding,Kdm8
ENSMUSG00000030750.14,ENSMUSG00000030750.14,protein_coding,Nsmce1
ENSMUSG00000108615.2,ENSMUSG00000108615.2,processed_pseudogene,Gm4973
ENSMUSG00000030748.10,ENSMUSG00000030748.10,protein_coding,Il4ra
ENSMUSG00000108524.2,ENSMUSG00000108524.2,lncRNA,Gm44876
ENSMUSG00000030745.10,ENSMUSG00000030745.10,protein_coding,Il21r
ENSMUSG00000032777.10,ENSMUSG00000032777.10,protein_coding,Gtf3c1
ENSMUSG00000032743.16,ENSMUSG00000032743.16,protein_coding,Katnip
ENSMUSG00000046182.9,ENSMUSG00000046182.9,protein_coding,Gsg1l
ENSMUSG00000108376.2,ENSMUSG00000108376.2,TEC,Gm44874
ENSMUSG00000000131.16,ENSMUSG00000000131.16,protein_coding,Xpo6
ENSMUSG00000090559.2,ENSMUSG00000090559.2,transcribed_processed_pseudogene,Gm17137
ENSMUSG00000057945.4,ENSMUSG00000057945.4,processed_pseudogene,Gm17136
ENSMUSG00000108676.2,ENSMUSG00000108676.2,lncRNA,1700123J17Rik
ENSMUSG00000108309.2,ENSMUSG00000108309.2,processed_pseudogene,Gm44703
ENSMUSG00000042978.12,ENSMUSG00000042978.12,protein_coding,Sbk1
ENSMUSG00000066180.6,ENSMUSG00000066180.6,processed_pseudogene,Gm10155
ENSMUSG00000108417.2,ENSMUSG00000108417.2,lncRNA,Gm30928
ENSMUSG00000030742.8,ENSMUSG00000030742.8,protein_coding,Lat
ENSMUSG00000099017.3,ENSMUSG00000099017.3,miRNA,Mir7058
ENSMUSG00000030741.16,ENSMUSG00000030741.16,protein_coding,Spns1
ENSMUSG00000030722.8,ENSMUSG00000030722.8,protein_coding,Nfatc2ip
ENSMUSG00000108420.2,ENSMUSG00000108420.2,TEC,Gm45141
ENSMUSG00000030724.8,ENSMUSG00000030724.8,protein_coding,Cd19
ENSMUSG00000030727.13,ENSMUSG00000030727.13,protein_coding,Rabep2
ENSMUSG00000030730.13,ENSMUSG00000030730.13,protein_coding,Atp2a1
ENSMUSG00000030733.11,ENSMUSG00000030733.11,protein_coding,Sh2b1
ENSMUSG00000073838.11,ENSMUSG00000073838.11,protein_coding,Tufm
ENSMUSG00000032637.16,ENSMUSG00000032637.16,protein_coding,Atxn2l
ENSMUSG00000030738.12,ENSMUSG00000030738.12,protein_coding,Eif3c
ENSMUSG00000084453.3,ENSMUSG00000084453.3,snRNA,Gm24596
ENSMUSG00000065341.3,ENSMUSG00000065341.3,snRNA,Gm25579
ENSMUSG00000030720.17,ENSMUSG00000030720.17,protein_coding,Cln3
ENSMUSG00000098540.3,ENSMUSG00000098540.3,miRNA,Mir7059
ENSMUSG00000042759.13,ENSMUSG00000042759.13,protein_coding,Apobr
ENSMUSG00000044701.6,ENSMUSG00000044701.6,protein_coding,Il27
ENSMUSG00000030717.10,ENSMUSG00000030717.10,protein_coding,Nupr1
ENSMUSG00000066175.3,ENSMUSG00000066175.3,lncRNA,2510046G10Rik
ENSMUSG00000030714.15,ENSMUSG00000030714.15,protein_coding,Sgf29
ENSMUSG00000030711.17,ENSMUSG00000030711.17,protein_coding,Sult1a1
ENSMUSG00000082922.4,ENSMUSG00000082922.4,transcribed_unprocessed_pseudogene,Gm6939
ENSMUSG00000059772.13,ENSMUSG00000059772.13,protein_coding,Slx1b
ENSMUSG00000047721.9,ENSMUSG00000047721.9,protein_coding,Bola2
ENSMUSG00000030707.16,ENSMUSG00000030707.16,protein_coding,Coro1a
ENSMUSG00000108357.2,ENSMUSG00000108357.2,processed_pseudogene,Snrp1c-ps1
ENSMUSG00000108382.2,ENSMUSG00000108382.2,lncRNA,4930448A20Rik
ENSMUSG00000108554.2,ENSMUSG00000108554.2,processed_pseudogene,Gm44824
ENSMUSG00000108649.2,ENSMUSG00000108649.2,processed_pseudogene,Gm44855
ENSMUSG00000063065.14,ENSMUSG00000063065.14,protein_coding,Mapk3
ENSMUSG00000030703.9,ENSMUSG00000030703.9,protein_coding,Gdpd3
ENSMUSG00000055323.6,ENSMUSG00000055323.6,lncRNA,Gm9967
ENSMUSG00000042675.16,ENSMUSG00000042675.16,protein_coding,Ypel3
ENSMUSG00000030699.17,ENSMUSG00000030699.17,protein_coding,Tbx6
ENSMUSG00000030697.8,ENSMUSG00000030697.8,protein_coding,Ppp4c
ENSMUSG00000030695.17,ENSMUSG00000030695.17,protein_coding,Aldoa
ENSMUSG00000058966.14,ENSMUSG00000058966.14,protein_coding,Tlcd3b
ENSMUSG00000114515.3,ENSMUSG00000114515.3,protein_coding,Aldoa
ENSMUSG00000108423.2,ENSMUSG00000108423.2,processed_pseudogene,Gm44856
ENSMUSG00000045989.5,ENSMUSG00000045989.5,protein_coding,4930451I11Rik
ENSMUSG00000108583.2,ENSMUSG00000108583.2,lncRNA,Gm44854
ENSMUSG00000052301.15,ENSMUSG00000052301.15,protein_coding,Doc2a
ENSMUSG00000030689.16,ENSMUSG00000030689.16,protein_coding,Ino80e
ENSMUSG00000042606.10,ENSMUSG00000042606.10,protein_coding,Hirip3
ENSMUSG00000059981.13,ENSMUSG00000059981.13,protein_coding,Taok2
ENSMUSG00000060538.15,ENSMUSG00000060538.15,protein_coding,Tmem219
ENSMUSG00000093768.2,ENSMUSG00000093768.2,lncRNA,Gm20650
ENSMUSG00000064734.3,ENSMUSG00000064734.3,snRNA,Gm23445
ENSMUSG00000030685.6,ENSMUSG00000030685.6,protein_coding,Kctd13
ENSMUSG00000108543.2,ENSMUSG00000108543.2,TEC,Gm44735
ENSMUSG00000095334.3,ENSMUSG00000095334.3,lncRNA,Gm21984
ENSMUSG00000046378.12,ENSMUSG00000046378.12,protein_coding,Asphd1
ENSMUSG00000030683.12,ENSMUSG00000030683.12,protein_coding,Sez6l2
ENSMUSG00000097075.4,ENSMUSG00000097075.4,protein_coding,Cdiptos
ENSMUSG00000030682.5,ENSMUSG00000030682.5,protein_coding,Cdipt
ENSMUSG00000030681.19,ENSMUSG00000030681.19,protein_coding,Mvp
ENSMUSG00000092534.9,ENSMUSG00000092534.9,protein_coding,Pagr1b
ENSMUSG00000030680.7,ENSMUSG00000030680.7,protein_coding,Pagr1a
ENSMUSG00000107068.2,ENSMUSG00000107068.2,protein_coding,Gm42742
ENSMUSG00000045114.11,ENSMUSG00000045114.11,protein_coding,Prrt2
ENSMUSG00000030678.8,ENSMUSG00000030678.8,protein_coding,Maz
ENSMUSG00000030677.9,ENSMUSG00000030677.9,protein_coding,Kif22
ENSMUSG00000108617.2,ENSMUSG00000108617.2,lncRNA,Gm31749
ENSMUSG00002076342.1,ENSMUSG00002076342.1,misc_RNA,7SK
ENSMUSG00002075111.1,ENSMUSG00002075111.1,miRNA,ENSMUSG00002075111
ENSMUSG00000049350.7,ENSMUSG00000049350.7,protein_coding,Zg16
ENSMUSG00000108327.2,ENSMUSG00000108327.2,lncRNA,Gm44939
ENSMUSG00000118675.1,ENSMUSG00000118675.1,snRNA,U6
ENSMUSG00000045165.7,ENSMUSG00000045165.7,protein_coding,AI467606
ENSMUSG00000030674.6,ENSMUSG00000030674.6,protein_coding,Qprt
ENSMUSG00000051457.8,ENSMUSG00000051457.8,protein_coding,Spn
ENSMUSG00000108362.2,ENSMUSG00000108362.2,processed_pseudogene,Gm18561
ENSMUSG00000108717.2,ENSMUSG00000108717.2,TEC,Gm44940
ENSMUSG00000092905.5,ENSMUSG00000092905.5,misc_RNA,Gm25735
ENSMUSG00000042502.11,ENSMUSG00000042502.11,protein_coding,Cd2bp2
ENSMUSG00000042492.13,ENSMUSG00000042492.13,protein_coding,Tbc1d10b
ENSMUSG00000030672.13,ENSMUSG00000030672.13,protein_coding,Mylpf
ENSMUSG00000000486.14,ENSMUSG00000000486.14,protein_coding,Septin1
ENSMUSG00000045598.11,ENSMUSG00000045598.11,protein_coding,Zfp553
ENSMUSG00000054716.5,ENSMUSG00000054716.5,protein_coding,Zfp771
ENSMUSG00000042462.5,ENSMUSG00000042462.5,protein_coding,Dctpp1
ENSMUSG00000049091.8,ENSMUSG00000049091.8,protein_coding,Sephs2
ENSMUSG00000108806.2,ENSMUSG00000108806.2,TEC,Gm44729
ENSMUSG00000090460.4,ENSMUSG00000090460.4,processed_pseudogene,Gm17511
ENSMUSG00000108760.2,ENSMUSG00000108760.2,lncRNA,Gm31897
ENSMUSG00000030830.19,ENSMUSG00000030830.19,protein_coding,Itgal
ENSMUSG00000047371.8,ENSMUSG00000047371.8,protein_coding,Zfp768
ENSMUSG00000054381.6,ENSMUSG00000054381.6,protein_coding,Zfp747
ENSMUSG00000030823.7,ENSMUSG00000030823.7,protein_coding,9130019O22Rik
ENSMUSG00000078580.4,ENSMUSG00000078580.4,protein_coding,E430018J23Rik
ENSMUSG00000074184.6,ENSMUSG00000074184.6,processed_pseudogene,Smt3h2-ps2
ENSMUSG00000045757.7,ENSMUSG00000045757.7,protein_coding,Zfp764
ENSMUSG00000108663.2,ENSMUSG00000108663.2,processed_pseudogene,Gm33080
ENSMUSG00000045251.14,ENSMUSG00000045251.14,protein_coding,Zfp688
ENSMUSG00000108483.2,ENSMUSG00000108483.2,lncRNA,Gm45184
ENSMUSG00000048921.12,ENSMUSG00000048921.12,protein_coding,Zfp689
ENSMUSG00000086502.2,ENSMUSG00000086502.2,lncRNA,B130055M24Rik
ENSMUSG00000108465.2,ENSMUSG00000108465.2,TEC,Gm45110
ENSMUSG00000030822.16,ENSMUSG00000030822.16,protein_coding,Prr14
ENSMUSG00000042423.10,ENSMUSG00000042423.10,protein_coding,Fbrs
ENSMUSG00000098267.3,ENSMUSG00000098267.3,miRNA,Mir7060
ENSMUSG00002075536.1,ENSMUSG00002075536.1,miRNA,ENSMUSG00002075536
ENSMUSG00000101225.2,ENSMUSG00000101225.2,lncRNA,1700008J07Rik
ENSMUSG00000053877.13,ENSMUSG00000053877.13,protein_coding,Srcap
ENSMUSG00000107023.3,ENSMUSG00000107023.3,protein_coding,Gm42715
ENSMUSG00000065259.3,ENSMUSG00000065259.3,snoRNA,Snora30
ENSMUSG00000101845.2,ENSMUSG00000101845.2,lncRNA,Gm28198
ENSMUSG00000106715.4,ENSMUSG00000106715.4,protein_coding,Tmem265
ENSMUSG00000030815.12,ENSMUSG00000030815.12,protein_coding,Phkg2
ENSMUSG00000057176.5,ENSMUSG00000057176.5,protein_coding,Ccdc189
ENSMUSG00000030816.9,ENSMUSG00000030816.9,protein_coding,Rnf40
ENSMUSG00000108677.2,ENSMUSG00000108677.2,lncRNA,Gm44759
ENSMUSG00000099579.2,ENSMUSG00000099579.2,lncRNA,1700120K04Rik
ENSMUSG00000045639.15,ENSMUSG00000045639.15,protein_coding,Zfp629
ENSMUSG00000108766.2,ENSMUSG00000108766.2,TEC,Gm44760
ENSMUSG00000030814.18,ENSMUSG00000030814.18,protein_coding,Bcl7c
ENSMUSG00000108801.2,ENSMUSG00000108801.2,lncRNA,Gm39090
ENSMUSG00000076454.3,ENSMUSG00000076454.3,miRNA,Mir762
ENSMUSG00000042340.7,ENSMUSG00000042340.7,protein_coding,Ctf1
ENSMUSG00000060034.6,ENSMUSG00000060034.6,protein_coding,Ctf2
ENSMUSG00000030811.15,ENSMUSG00000030811.15,protein_coding,Fbxl19
ENSMUSG00000043964.15,ENSMUSG00000043964.15,protein_coding,Orai3
ENSMUSG00000042308.15,ENSMUSG00000042308.15,protein_coding,Setd1a
ENSMUSG00000108815.2,ENSMUSG00000108815.2,protein_coding,Gm49388
ENSMUSG00000108402.2,ENSMUSG00000108402.2,TEC,9430064I24Rik
ENSMUSG00000042289.12,ENSMUSG00000042289.12,protein_coding,Hsd3b7
ENSMUSG00000030806.7,ENSMUSG00000030806.7,protein_coding,Stx1b
ENSMUSG00000108808.2,ENSMUSG00000108808.2,TEC,Gm45204
ENSMUSG00000030805.15,ENSMUSG00000030805.15,protein_coding,Stx4a
ENSMUSG00000049728.15,ENSMUSG00000049728.15,protein_coding,Zfp668
ENSMUSG00000049739.11,ENSMUSG00000049739.11,protein_coding,Zfp646
ENSMUSG00000044139.13,ENSMUSG00000044139.13,protein_coding,Prss53
ENSMUSG00000030804.9,ENSMUSG00000030804.9,protein_coding,Gm21974
ENSMUSG00000096145.3,ENSMUSG00000096145.3,protein_coding,Vkorc1
ENSMUSG00000108479.2,ENSMUSG00000108479.2,TEC,2200002A13Rik
ENSMUSG00000030802.15,ENSMUSG00000030802.15,protein_coding,Bckdk
ENSMUSG00000030801.11,ENSMUSG00000030801.11,protein_coding,Kat8
ENSMUSG00000030800.11,ENSMUSG00000030800.11,protein_coding,Prss8
ENSMUSG00000070371.12,ENSMUSG00000070371.12,protein_coding,Prss36
ENSMUSG00000030795.19,ENSMUSG00000030795.19,protein_coding,Fus
ENSMUSG00000030793.5,ENSMUSG00000030793.5,protein_coding,Pycard
ENSMUSG00000108353.2,ENSMUSG00000108353.2,TEC,Gm45205
ENSMUSG00000087530.3,ENSMUSG00000087530.3,lncRNA,Gm15533
ENSMUSG00000042828.13,ENSMUSG00000042828.13,protein_coding,Trim72
ENSMUSG00000108437.2,ENSMUSG00000108437.2,processed_pseudogene,Gm19366
ENSMUSG00000108696.2,ENSMUSG00000108696.2,processed_pseudogene,Gm5738
ENSMUSG00000108381.2,ENSMUSG00000108381.2,processed_pseudogene,Gm9299
ENSMUSG00000064677.3,ENSMUSG00000064677.3,snRNA,Gm22809
ENSMUSG00000030786.19,ENSMUSG00000030786.19,protein_coding,Itgam
ENSMUSG00000108596.2,ENSMUSG00000108596.2,protein_coding,Gm49368
ENSMUSG00000108578.2,ENSMUSG00000108578.2,processed_pseudogene,Gm45700
ENSMUSG00000030789.10,ENSMUSG00000030789.10,protein_coding,Itgax
ENSMUSG00000108729.2,ENSMUSG00000108729.2,processed_pseudogene,Gm17831
ENSMUSG00000070369.14,ENSMUSG00000070369.14,protein_coding,Itgad
ENSMUSG00000108531.2,ENSMUSG00000108531.2,lncRNA,Gm39091
ENSMUSG00000108354.2,ENSMUSG00000108354.2,lncRNA,4931431B13Rik
ENSMUSG00000030785.9,ENSMUSG00000030785.9,protein_coding,Cox6a2
ENSMUSG00000108604.2,ENSMUSG00000108604.2,lncRNA,Gm44850
ENSMUSG00000062944.5,ENSMUSG00000062944.5,protein_coding,9130023H24Rik
ENSMUSG00000042178.7,ENSMUSG00000042178.7,protein_coding,Armc5
ENSMUSG00000030782.18,ENSMUSG00000030782.18,protein_coding,Tgfb1i1
ENSMUSG00000030781.14,ENSMUSG00000030781.14,protein_coding,Slc5a2
ENSMUSG00000030780.16,ENSMUSG00000030780.16,protein_coding,Rusf1
ENSMUSG00000093215.3,ENSMUSG00000093215.3,miRNA,Mir3103
ENSMUSG00000108608.2,ENSMUSG00000108608.2,transcribed_processed_pseudogene,Gm6916
ENSMUSG00000108636.2,ENSMUSG00000108636.2,unprocessed_pseudogene,Gm44650
ENSMUSG00000030844.12,ENSMUSG00000030844.12,protein_coding,Rgs10
ENSMUSG00000084964.3,ENSMUSG00000084964.3,lncRNA,Gm15503
ENSMUSG00000030846.16,ENSMUSG00000030846.16,protein_coding,Tial1
ENSMUSG00000108668.2,ENSMUSG00000108668.2,lncRNA,Gm32816
ENSMUSG00002075535.1,ENSMUSG00002075535.1,miRNA,ENSMUSG00002075535
ENSMUSG00000108626.2,ENSMUSG00000108626.2,lncRNA,Gm40457
ENSMUSG00000030847.9,ENSMUSG00000030847.9,protein_coding,Bag3
ENSMUSG00000108614.2,ENSMUSG00000108614.2,TEC,2610306O10Rik
ENSMUSG00000108795.2,ENSMUSG00000108795.2,lncRNA,Gm45121
ENSMUSG00000096557.3,ENSMUSG00000096557.3,processed_pseudogene,Gm7258
ENSMUSG00000042105.19,ENSMUSG00000042105.19,protein_coding,Inpp5f
ENSMUSG00000107062.2,ENSMUSG00000107062.2,processed_pseudogene,Gm43580
ENSMUSG00000081339.2,ENSMUSG00000081339.2,processed_pseudogene,Gm16044
ENSMUSG00000048170.15,ENSMUSG00000048170.15,protein_coding,Mcmbp
ENSMUSG00000108388.2,ENSMUSG00000108388.2,TEC,Gm44673
ENSMUSG00000108648.2,ENSMUSG00000108648.2,lncRNA,Gm44674
ENSMUSG00002075186.1,ENSMUSG00002075186.1,snRNA,U6
ENSMUSG00000108720.2,ENSMUSG00000108720.2,lncRNA,Gm44672
ENSMUSG00000055319.9,ENSMUSG00000055319.9,protein_coding,Sec23ip
ENSMUSG00002076334.1,ENSMUSG00002076334.1,rRNA,5S_rRNA
ENSMUSG00000108600.2,ENSMUSG00000108600.2,lncRNA,Gm32884
ENSMUSG00002075006.1,ENSMUSG00002075006.1,miRNA,ENSMUSG00002075006
ENSMUSG00000108540.2,ENSMUSG00000108540.2,processed_pseudogene,Gm4768
ENSMUSG00000108785.2,ENSMUSG00000108785.2,processed_pseudogene,Gm4259
ENSMUSG00000070366.6,ENSMUSG00000070366.6,protein_coding,Plpp4
ENSMUSG00000108713.2,ENSMUSG00000108713.2,lncRNA,Gm33027
ENSMUSG00000042055.14,ENSMUSG00000042055.14,protein_coding,Wdr11
ENSMUSG00000108580.2,ENSMUSG00000108580.2,lncRNA,Gm39094
ENSMUSG00000108481.2,ENSMUSG00000108481.2,lncRNA,Gm33248
ENSMUSG00000108576.2,ENSMUSG00000108576.2,lncRNA,Gm44778
ENSMUSG00000108504.2,ENSMUSG00000108504.2,lncRNA,Gm4265
ENSMUSG00000065763.3,ENSMUSG00000065763.3,snRNA,Gm23847
ENSMUSG00000030849.19,ENSMUSG00000030849.19,protein_coding,Fgfr2
ENSMUSG00000082988.4,ENSMUSG00000082988.4,processed_pseudogene,Gm5903
ENSMUSG00000030850.18,ENSMUSG00000030850.18,protein_coding,Ate1
ENSMUSG00000108940.2,ENSMUSG00000108940.2,TEC,Gm45719
ENSMUSG00000109016.2,ENSMUSG00000109016.2,lncRNA,Gm44647
ENSMUSG00000099422.5,ENSMUSG00000099422.5,transcribed_unitary_pseudogene,Gm4275
ENSMUSG00002076006.1,ENSMUSG00002076006.1,misc_RNA,ENSMUSG00002076006
ENSMUSG00000040331.17,ENSMUSG00000040331.17,protein_coding,Nsmce4a
ENSMUSG00000030852.19,ENSMUSG00000030852.19,protein_coding,Tacc2
ENSMUSG00000109225.2,ENSMUSG00000109225.2,TEC,4930513N20Rik
ENSMUSG00000109104.2,ENSMUSG00000109104.2,processed_pseudogene,Gm6108
ENSMUSG00000050189.5,ENSMUSG00000050189.5,lncRNA,Etos1
ENSMUSG00000040298.7,ENSMUSG00000040298.7,protein_coding,Btbd16
ENSMUSG00000086108.3,ENSMUSG00000086108.3,lncRNA,Gm5602
ENSMUSG00000040268.18,ENSMUSG00000040268.18,protein_coding,Plekha1
ENSMUSG00000104914.3,ENSMUSG00000104914.3,miRNA,Mir7061
ENSMUSG00000006205.14,ENSMUSG00000006205.14,protein_coding,Htra1
ENSMUSG00000047517.14,ENSMUSG00000047517.14,protein_coding,Dmbt1
ENSMUSG00000013668.10,ENSMUSG00000013668.10,protein_coding,4933402N03Rik
ENSMUSG00000100759.7,ENSMUSG00000100759.7,lncRNA,1700029B22Rik
ENSMUSG00000006204.8,ENSMUSG00000006204.8,protein_coding,Cdcp3
ENSMUSG00000118585.2,ENSMUSG00000118585.2,unprocessed_pseudogene,Gm52996
ENSMUSG00000040205.9,ENSMUSG00000040205.9,protein_coding,Cuzd1
ENSMUSG00000030858.11,ENSMUSG00000030858.11,protein_coding,Fam24b
ENSMUSG00000030859.9,ENSMUSG00000030859.9,protein_coding,Fam24a
ENSMUSG00000040177.11,ENSMUSG00000040177.11,protein_coding,2310057M21Rik
ENSMUSG00000063179.14,ENSMUSG00000063179.14,protein_coding,Pstk
ENSMUSG00000108883.2,ENSMUSG00000108883.2,lncRNA,Gm44623
ENSMUSG00000040167.17,ENSMUSG00000040167.17,protein_coding,Ikzf5
ENSMUSG00000109570.2,ENSMUSG00000109570.2,TEC,Gm44624
ENSMUSG00000108910.2,ENSMUSG00000108910.2,TEC,Gm44625
ENSMUSG00000030861.16,ENSMUSG00000030861.16,protein_coding,Acadsb
ENSMUSG00000109399.2,ENSMUSG00000109399.2,lncRNA,Gm44982
ENSMUSG00000108964.2,ENSMUSG00000108964.2,processed_pseudogene,Gm18600
ENSMUSG00000108989.2,ENSMUSG00000108989.2,processed_pseudogene,Gm44984
ENSMUSG00000109087.2,ENSMUSG00000109087.2,processed_pseudogene,Gm45105
ENSMUSG00000040148.6,ENSMUSG00000040148.6,protein_coding,Hmx3
ENSMUSG00000050100.15,ENSMUSG00000050100.15,protein_coding,Hmx2
ENSMUSG00000066979.7,ENSMUSG00000066979.7,protein_coding,Bub3
ENSMUSG00000062758.7,ENSMUSG00000062758.7,processed_pseudogene,Gm16477
ENSMUSG00000109066.2,ENSMUSG00000109066.2,processed_pseudogene,Gm4585
ENSMUSG00000108839.2,ENSMUSG00000108839.2,TEC,Gm44547
ENSMUSG00000109014.2,ENSMUSG00000109014.2,lncRNA,Gm44546
ENSMUSG00000109340.2,ENSMUSG00000109340.2,processed_pseudogene,Gm33146
ENSMUSG00000040125.5,ENSMUSG00000040125.5,protein_coding,Gpr26
ENSMUSG00000030862.14,ENSMUSG00000030862.14,protein_coding,Cpxm2
ENSMUSG00002075358.1,ENSMUSG00002075358.1,rRNA,5S_rRNA
ENSMUSG00000086814.2,ENSMUSG00000086814.2,lncRNA,Gm15677
ENSMUSG00000030930.15,ENSMUSG00000030930.15,protein_coding,Chst15
ENSMUSG00000109555.2,ENSMUSG00000109555.2,TEC,Gm44891
ENSMUSG00000109270.2,ENSMUSG00000109270.2,lncRNA,Gm10584
ENSMUSG00000109550.2,ENSMUSG00000109550.2,lncRNA,Gm44892
ENSMUSG00000109137.2,ENSMUSG00000109137.2,lncRNA,Gm34908
ENSMUSG00000108870.2,ENSMUSG00000108870.2,lncRNA,Gm44893
ENSMUSG00000108849.2,ENSMUSG00000108849.2,lncRNA,Gm35147
ENSMUSG00000108858.2,ENSMUSG00000108858.2,processed_pseudogene,Gm4587
ENSMUSG00000030934.10,ENSMUSG00000030934.10,protein_coding,Oat
ENSMUSG00000048528.8,ENSMUSG00000048528.8,protein_coding,Nkx1-2
ENSMUSG00000087657.9,ENSMUSG00000087657.9,lncRNA,Gm16764
ENSMUSG00000030946.14,ENSMUSG00000030946.14,protein_coding,Lhpp
ENSMUSG00000087348.2,ENSMUSG00000087348.2,lncRNA,Gm15582
ENSMUSG00000030956.16,ENSMUSG00000030956.16,protein_coding,Fam53b
ENSMUSG00000030960.17,ENSMUSG00000030960.17,protein_coding,Eef1akmt2
ENSMUSG00000110159.2,ENSMUSG00000110159.2,TEC,Gm45501
ENSMUSG00000030965.20,ENSMUSG00000030965.20,protein_coding,Abraxas2
ENSMUSG00000097595.3,ENSMUSG00000097595.3,lncRNA,1500002F19Rik
ENSMUSG00000109842.2,ENSMUSG00000109842.2,lncRNA,Gm45502
ENSMUSG00000030967.16,ENSMUSG00000030967.16,protein_coding,Zranb1
ENSMUSG00000085663.2,ENSMUSG00000085663.2,lncRNA,Gm15718
ENSMUSG00000030970.17,ENSMUSG00000030970.17,protein_coding,Ctbp2
ENSMUSG00000110282.2,ENSMUSG00000110282.2,TEC,B930086L07Rik
ENSMUSG00000109816.2,ENSMUSG00000109816.2,lncRNA,4930483O08Rik
ENSMUSG00000109619.2,ENSMUSG00000109619.2,lncRNA,Gm45672
ENSMUSG00000030976.4,ENSMUSG00000030976.4,protein_coding,Tex36
ENSMUSG00000110026.2,ENSMUSG00000110026.2,lncRNA,Gm35625
ENSMUSG00000109917.2,ENSMUSG00000109917.2,lncRNA,Gm45671
ENSMUSG00000101546.2,ENSMUSG00000101546.2,lncRNA,Gm28747
ENSMUSG00000039990.17,ENSMUSG00000039990.17,protein_coding,Edrf1
ENSMUSG00000030981.10,ENSMUSG00000030981.10,protein_coding,Mmp21
ENSMUSG00000030979.14,ENSMUSG00000030979.14,protein_coding,Uros
ENSMUSG00000030983.5,ENSMUSG00000030983.5,protein_coding,Bccip
ENSMUSG00000030986.14,ENSMUSG00000030986.14,protein_coding,Dhx32
ENSMUSG00000081431.2,ENSMUSG00000081431.2,processed_pseudogene,Gm15483
ENSMUSG00000109635.2,ENSMUSG00000109635.2,lncRNA,Gm45670
ENSMUSG00000053111.14,ENSMUSG00000053111.14,protein_coding,Fank1
ENSMUSG00000054555.12,ENSMUSG00000054555.12,protein_coding,Adam12
ENSMUSG00002076598.1,ENSMUSG00002076598.1,miRNA,ENSMUSG00002076598
ENSMUSG00000108478.2,ENSMUSG00000108478.2,TEC,Gm19514
